Kode Pangan,Nama Pangan,Lemak,Karbohidrat,Serat,Natrium,Kalium,Keterangan,link
AP077,Laksa/Putu mayang,3.4,21.1,0,0.95,0.56,"Laksa adalah hidangan mi yang populer di berbagai negara Asia Tenggara, termasuk Indonesia, Malaysia, dan Singapura. Laksa umumnya terdiri dari mi yang disajikan dengan kuah berbumbu pedas, dilengkapi dengan daging, makanan laut, atau bahan-bahan lainnya seperti tauge, telur, dan rempah-rempah. Putu Mayang adalah sejenis makanan penutup atau camilan tradisional Indonesia yang terbuat dari tepung beras yang dibentuk menjadi bentuk benang dan disajikan dengan kuah santan manis.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP079,Lupis ketan,2.1,34.5,0.7,0,0,"Lupis Ketan adalah kue tradisional Indonesia yang terbuat dari ketan (beras ketan) yang dimasak, dipotong kecil-kecil, dan kemudian dilumuri dengan kelapa parut manis. Lupis Ketan umumnya disajikan sebagai makanan penutup atau camilan.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP080,Manan samin,18.1,50.6,0,0,0,Manan Sahmin adalah kue tradisional khas Palembang. Terbuat dari ubi jalar.,https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP081,Martabak india,4.2,24.3,0,0,0,"Martabak India, juga dikenal sebagai roti canai, adalah hidangan roti datar yang biasa ditemukan di India dan sebagian Asia Tenggara. Roti ini dibuat dengan adonan yang tipis dan elastis, kemudian digulung dan dipanggang hingga renyah. Martabak India sering disajikan dengan saus kari atau hidangan pendamping lainnya.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP082,Martabak mesir,8.6,45,0,2.4,1.12,"Martabak Mesir adalah hidangan yang terbuat dari adonan tepung yang diberi berbagai isian seperti daging cincang, sayuran, atau telur. Hidangan ini kemudian digoreng hingga matang dan biasanya disajikan dengan saus atau bumbu tambahan.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP084,Mie aceh rebus,3.2,18.1,0,1.41,0.12,"Mie Aceh rebus adalah hidangan mie khas daerah Aceh, Indonesia. Mie ini biasanya dimasak dalam kuah kaldu yang kaya rempah-rempah seperti cabai, bawang merah, bawang putih, jahe, dan rempah lainnya. Mie Aceh rebus sering disajikan dengan irisan daging sapi, daging kambing, atau seafood seperti udang dan cumi.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP085,Mie Ayam,3.9,10.5,0,1.91,0.36,"Mie ayam adalah hidangan mie yang disajikan dengan irisan daging ayam yang dimasak dan ditumis, serta dengan tambahan sayuran seperti sawi, tauge, dan daun bawang. Mie ayam biasanya disajikan dengan kuah kaldu panas dan bisa diberi tambahan bawang goreng, minyak wijen, dan saus sambal.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP086,Mie Bakso,3,16.4,0.1,2.79,0,"Mie bakso adalah hidangan mie yang disajikan dengan bakso, yaitu bola-bola daging yang terbuat dari campuran daging sapi atau daging ikan yang diolah. Mie bakso sering disajikan dengan kuah kaldu, mie yang dimasak, dan tambahan seperti pangsit, tauge, dan irisan daun bawang.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP087,Mie celon,2.1,17.8,0,7.6,0,"Mie Celon adalah hidangan mie yang berasal dari Palembang. Mie Celon disajikan dengan cara dicelor (diseduh), kemudian mi dicampur kuah santan dan kaldu udang yang kental dan gurih dan disajikan dengan pelengkap seperti telur rebus, tauge dan kucai.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP088,Mie pangsit basah,4.9,9.4,0,4.51,1.12,"Mie pangsit basah adalah hidangan mie yang disajikan dengan pangsit yang dimasak dalam kuah kaldu. Mie pangsit basah biasanya diberi tambahan tauge, irisan daun bawang, dan bumbu seperti kecap dan saus sambal.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP089,Nasi gemuk,8.8,24.4,0.7,5.3,0,"Nasi gemuk adalah hidangan nasi yang dimasak dengan tambahan lemak, seperti minyak atau mentega, untuk memberikan rasa dan kelembutan yang lebih. Hidangan ini biasanya memiliki cita rasa yang gurih dan kaya. Nasi gemuk sering menjadi hidangan utama di beberapa masakan tradisional di Indonesia.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP090,Nasi gurih,7.5,26,0.7,3.55,0.63,"Nasi gurih adalah nasi yang dimasak dengan tambahan bumbu-bumbu seperti bawang putih, bawang merah, daun salam, dan serai. Biasanya, nasi gurih memiliki aroma yang harum dan cita rasa yang kaya.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP091,Nasi minyak,5,37.1,0.8,2.96,0.52,"Nasi minyak adalah nasi yang dimasak dengan tambahan minyak atau lemak, seperti minyak wijen atau minyak kelapa. Minyak atau lemak ini memberikan aroma khas dan kelembutan pada nasi.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP092,Nasi rames,4.2,19.1,0,0.74,1.74,"Nasi rames adalah hidangan nasi yang disajikan dengan berbagai macam lauk-pauk dan hidangan sampingan. Biasanya, lauk-pauk yang disajikan dalam nasi rames termasuk daging, ayam, ikan, atau tahu tempe dengan beragam bumbu dan saus.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP093,Nopia spesial,7.6,74.3,0.3,2.65,0,"Nopia spesial adalah sejenis makanan ringan atau camilan yang terbuat dari adonan tepung terigu dan margarin yang diisi dengan berbagai bahan seperti kacang, wijen, atau selai. Biasanya, nopia spesial memiliki tekstur renyah di luar dan lembut di dalam.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP094,Onde-onde,9.8,57.9,0,0,0,"Onde-onde adalah makanan tradisional Indonesia yang terbuat dari adonan tepung ketan yang diisi dengan kacang hijau yang sudah direbus. Biasanya, onde-onde digoreng hingga kulitnya renyah dan dihias dengan taburan wijen di luar.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP095,Padamaran,8.9,18.8,0,0,0,"Padamaran adalah masakan khas Minangkabau, Sumatera Barat, Indonesia. Biasanya terdiri dari daging sapi atau daging ayam yang dimasak dengan bumbu khas seperti cabai merah, cabai hijau, bawang merah, dan rempah-rempah lainnya. Padamaran memiliki rasa pedas dan gurih.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP096,Pastel,13.3,42.4,0,0,0,"Pastel adalah makanan yang terdiri dari adonan kulit yang dibuat dengan tepung terigu dan mentega, yang kemudian diisi dengan berbagai bahan seperti daging, sayuran, atau telur. Pastel biasanya digoreng hingga kulitnya renyah.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP097,Pulut,3.1,44.4,0,0,0,"Pulut adalah sejenis beras ketan yang sering digunakan dalam masakan Asia Tenggara. Pulut memiliki tekstur yang kenyal dan lengket setelah dimasak. Bahan ini sering digunakan dalam hidangan seperti ketan pulut, lemang, atau kue-kue tradisional.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP098,Pundut nasi,4.1,15.1,0.4,1,0.22,"Pundut nasi adalah hidangan nasi yang diolah dengan bumbu dan rempah-rempah khas, seperti serai, daun salam, dan kelapa parut. Biasanya disajikan bersama hidangan daging atau ikan.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP099,Putri hijau,2.1,37.2,0,0.74,1.74,"Putri hijau adalah hidangan penutup yang terbuat dari adonan tepung beras yang diwarnai dengan daun pandan, kemudian dikukus dan disajikan dengan santan dan gula merah cair. Putri hijau memiliki tekstur lembut dan rasa manis yang segar.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP100,Putri selat,6.5,23.8,0,0,0,"Putri selat adalah hidangan penutup tradisional dari Indonesia, terutama dari kawasan Jawa. Hidangan ini terdiri dari lapisan adonan tepung beras yang dikukus dan dipisahkan oleh lapisan gula merah. Putri selat memiliki rasa manis dan tekstur yang lembut.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP101,Putu sopa,4.1,41.1,0,0.06,0.68,"Putu sopa adalah hidangan tradisional dari Indonesia, terutama dari daerah Bali dan Lombok. Hidangan ini terbuat dari adonan tepung beras yang dikukus dalam cetakan bambu dan disajikan dengan parutan kelapa dan gula merah. Putu sopa memiliki tekstur lembut dan rasa manis.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP102,Renggi goreng,21.8,64.1,6.4,0,0,"Renggi goreng adalah hidangan dari Papua yang terbuat dari ikan renggi yang digoreng hingga kering. Ikan renggi dipotong menjadi irisan tipis, kemudian digoreng dengan minyak kelapa hingga renyah. Hidangan ini memiliki rasa gurih dan renyah.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP103,Roti boong,16.2,43.3,0,1.26,0.29,"Roti boong adalah variasi roti yang terbuat dari adonan tepung terigu, susu, gula, dan ragi. Roti ini memiliki tekstur yang lembut dan biasanya memiliki isian seperti selai, kacang, atau cokelat. Roti boong sering disajikan sebagai camilan atau sarapan.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP104,Roti warna sawo matang,1.5,49.7,0,1.61,0.41,Roti warna sawo matang adalah roti yang diwarnai dengan ekstrak atau pewarna alami dari buah sawo matang. Roti ini memiliki warna khas dan biasanya memiliki rasa yang mirip dengan roti putih. Roti warna sawo matang dapat digunakan dalam berbagai hidangan roti.,https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP105,Sarimuka,2.8,32.9,0,5,0.91,"Sarimuka adalah kue tradisional Indonesia yang terdiri dari dua lapisan, yaitu lapisan beras ketan hijau dan lapisan atas berwarna kuning dari campuran telur, santan, dan gula. Kue sarimuka memiliki tekstur yang kenyal dan rasa manis gurih. Kue ini sering disajikan dalam acara-acara khusus atau sebagai camilan.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP106,Spaghetti,2.1,22.6,0,0.03,0.34,"Spaghetti adalah hidangan pasta yang berasal dari Italia. Hidangan ini terdiri dari mie panjang berbentuk silinder yang biasanya dimasak dalam air mendidih hingga al dente (tepat matang). Spaghetti sering disajikan dengan berbagai jenis saus, seperti saus tomat, saus bolognese, atau saus carbonara, dan ditaburi dengan keju parmesan.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP107,Srikaya ketan,6.4,49.1,0,0,0,Srikaya ketan adalah makanan penutup atau kue tradisional Indonesia. Makanan ini terbuat dari ketan (beras ketan yang direbus) yang dikombinasikan dengan pasta atau selai srikaya (buah nangka muda yang dimasak dengan santan dan gula). Srikaya ketan biasanya dibungkus dengan daun pisang dan memiliki rasa manis dan lezat.,https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP108,Sunduk lawang,1.3,32.4,0,0,0,"Sunduk lawang adalah salah satu kue tradisional Indonesia yang berasal dari Kalimantan Selatan dan dapat ditemui di daerah lainnya. Sekilas, kue ini mirip dengan Pupudak, namun yang membedakan adalah warna kue dibalik bungkusan daun pisangnya.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP109,Suwir-suwir,0.9,84.2,0.8,0,0,"Suwir-suwir adalah istilah dalam masakan Indonesia yang mengacu pada daging yang diiris tipis atau dipotong menjadi serat-serat. Proses suwir-suwir biasanya dilakukan setelah daging dimasak atau direbus terlebih dahulu. Daging yang telah disuwir-suwir kemudian dapat digunakan dalam berbagai hidangan, seperti mie suwir, nasi goreng, atau sate suwir.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP110,Tipa-tipa,1.2,79.8,1.3,0,0,"Tipa-tipa adalah hidangan masakan khas Maluku Utara, Indonesia. Tipa-tipa terbuat dari ikan yang digoreng kering dan disajikan dengan bumbu seperti cabai, bawang, tomat, dan rempah-rempah lainnya. Hidangan ini memiliki rasa gurih dan pedas.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP111,Wajit Camilan,2.7,63.3,6.9,0,0,Wajit adalah camilan tradisional Indonesia yang terbuat dari ketan yang dimasak dengan santan dan gula. Wajit biasanya diberi pewarna alami seperti daun pandan untuk memberikan warna hijau. Hidangan ini memiliki tekstur kenyal dan manis.,https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP112,Widaran,10.7,80.7,0.2,0,0,Widaran adalah camilan tradisional Indonesia yang terbuat dari ketan yang digoreng hingga mengembang. Widaran memiliki tekstur yang renyah dan rasa yang gurih. Camilan ini sering disajikan dalam acara-acara tertentu atau sebagai makanan ringan.,https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP113,Wingko babat,15.1,51.4,2.4,0,0,"Wingko babat adalah kue tradisional Indonesia yang terbuat dari kelapa parut, gula kelapa, dan tepung beras. Kue ini memiliki tekstur yang kenyal dan rasa manis. Wingko babat sering dijumpai di daerah Jawa Timur dan merupakan camilan yang populer.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
AP114,Yangko,1.1,58.1,0.8,0,0,"Yangko adalah makanan tradisional Tiongkok yang terbuat dari tepung ketan yang dikukus, lalu dipotong-potong dan dilapisi dengan campuran gula dan kacang. Yangko memiliki tekstur kenyal dan manis. Makanan ini sering disajikan sebagai camilan atau hidangan penutup.",https://static.promediateknologi.id/crop/0x0:0x0/0x0/webp/photo/p2/136/2023/08/17/KHAS-MAKANAN-3540635153.jpg
BP001,Batatas Kelapa Ubi Bakar,1.1,23.4,4.5,0.12,2.3,Batatas Kelapa Ubi Bakar adalah hidangan yang terbuat dari ubi jalar yang dipanggang dengan campuran kelapa parut dan gula. Hidangan ini memiliki rasa manis dari ubi jalar dan aroma gurih dari kelapa parut. Batatas Kelapa Ubi Bakar biasanya disajikan sebagai hidangan penutup atau makanan ringan.,https://qph.cf2.quoracdn.net/main-qimg-a7310e626e9887cc4c9bce4f87ce2b7e-lq
BP002,"Batatas kelapa, ubi, kukus",0.3,21,4.1,0.1,2.09,"Batatas Kelapa Ubi, Kukus adalah hidangan yang terbuat dari ubi jalar yang dikukus bersama dengan kelapa parut dan gula. Proses pengukusan membuat hidangan ini memiliki tekstur lembut dan aroma harum dari kelapa parut. Batatas Kelapa Ubi, Kukus biasanya disajikan sebagai hidangan penutup atau makanan ringan.",https://qph.cf2.quoracdn.net/main-qimg-a7310e626e9887cc4c9bce4f87ce2b7e-lq
BP003,Batatas Tali Ubi Rebus,0.4,42.2,9.2,0.2,4.02,Batatas Tali Ubi Rebus adalah hidangan yang terbuat dari ubi jalar yang direbus hingga matang. Hidangan ini biasanya disajikan dengan kelapa parut dan gula sebagai pelengkap. Batatas Tali Ubi Rebus memiliki tekstur yang lembut dan rasa manis dari ubi jalar. Hidangan ini sering dijadikan hidangan penutup atau makanan ringan.,https://qph.cf2.quoracdn.net/main-qimg-a7310e626e9887cc4c9bce4f87ce2b7e-lq
BP004,Belitung Talas Kukus,0.4,34.2,1,0.07,5.526,Belitung talas kukus adalah hidangan yang terbuat dari talas yang dikukus hingga matang. Talas adalah umbi-umbian yang sering digunakan dalam masakan Indonesia.,https://qph.cf2.quoracdn.net/main-qimg-a7310e626e9887cc4c9bce4f87ce2b7e-lq
BP005,"Bentul, talas, kukus",0.3,15.4,0.5,0,2.01,Bentul talas kukus adalah hidangan yang terbuat dari talas yang dikukus hingga matang. Talas adalah umbi-umbian yang sering digunakan dalam masakan Indonesia.,https://qph.cf2.quoracdn.net/main-qimg-a7310e626e9887cc4c9bce4f87ce2b7e-lq
BP006,Gadung Ubi Kukus,0.3,20.9,0.9,0.06,5.84,"Gadung Ubi Kukus adalah makanan tradisional dari Jawa Tengah. Terbuat dari campuran tepung sagu, tepung ketan, dan santan kelapa yang dikukus. Makanan ini memiliki tekstur kenyal dan manis.",https://qph.cf2.quoracdn.net/main-qimg-a7310e626e9887cc4c9bce4f87ce2b7e-lq
BP007,"Ganyong, rebus",0.2,23.8,0.9,0,0,"Ganyong adalah umbi-umbian yang tumbuh di Indonesia. Umbi ganyong memiliki tekstur yang renyah dan rasa yang manis. Biasanya, ganyong direbus dan disajikan sebagai lauk atau bisa juga dijadikan bahan dalam makanan seperti bubur atau sup.",https://qph.cf2.quoracdn.net/main-qimg-a7310e626e9887cc4c9bce4f87ce2b7e-lq
BP008,Ketela pohon/singkong kukus,0.3,36.4,1.3,0.02,3.453,Ketela pohon atau singkong kukus adalah hidangan yang terbuat dari umbi ketela pohon atau singkong yang dikukus hingga empuk. Ketela pohon/singkong kukus biasanya disajikan dengan santan atau saus sambal sebagai hidangan penutup atau makanan pokok.,https://qph.cf2.quoracdn.net/main-qimg-a7310e626e9887cc4c9bce4f87ce2b7e-lq
BP009,"Suweg, talas, kukus",0.1,21.9,0.9,0.06,3.503,"Suweg dan talas adalah jenis umbi-umbian yang sering digunakan dalam masakan di Indonesia. Keduanya memiliki tekstur yang lembut dan manis setelah dimasak. Proses pengukusan adalah salah satu cara memasak suweg dan talas. Setelah dikukus, suweg dan talas bisa dimakan langsung atau digunakan sebagai bahan dalam berbagai hidangan, seperti kolak, bubur, atau kue.",https://qph.cf2.quoracdn.net/main-qimg-a7310e626e9887cc4c9bce4f87ce2b7e-lq
BP010,"Talas bogor, kukus",0.3,28.2,0.7,0.11,4.98,"Talas Bogor adalah variasi talas yang berasal dari Bogor, Indonesia. Talas ini memiliki kulit yang berwarna ungu dan daging yang putih. Talas Bogor biasanya dikukus hingga empuk dan sering digunakan sebagai bahan dalam berbagai hidangan, seperti kolak, bubur, atau kue.",https://qph.cf2.quoracdn.net/main-qimg-a7310e626e9887cc4c9bce4f87ce2b7e-lq
BP011,"Ubi jalar, kuning, kukus",0.3,23.8,1,0.03,0.008,"Ubi jalar kuning adalah jenis ubi jalar yang memiliki warna kuning pada bagian dalamnya. Ubi jalar kuning sering dikukus dan digunakan dalam berbagai hidangan seperti bubur, kue, atau camilan.",https://qph.cf2.quoracdn.net/main-qimg-a7310e626e9887cc4c9bce4f87ce2b7e-lq
BP012,Ubi jalar tinta/ kemayung kukus,0.2,39.8,1.1,0.01,0.009,"Ubi jalar tinta atau kemayung adalah jenis ubi jalar yang memiliki warna ungu kehitaman pada bagian dalamnya. Ubi jalar ini biasanya dikukus dan digunakan dalam berbagai hidangan seperti bubur, kue, atau camilan.",https://qph.cf2.quoracdn.net/main-qimg-a7310e626e9887cc4c9bce4f87ce2b7e-lq
